gene,rna_pearson_r,rna_spearman_r,rna_n_obs,protein_pearson_r,protein_spearman_r,protein_n_obs,group
BRPF1,0.3477581433846786,0.2747199775976173,979,,,0,non-significant
BRPF3,0.3098183416919379,0.2778847146195904,979,,,0,non-significant
BRWD1,0.31593516679310374,0.23517388881703025,979,,,0,non-significant
BSG,0.31373004984475983,0.32834871464960164,979,,,0,non-significant
BTBD1,0.1937559122117904,0.13642607349506988,979,,,0,non-significant
BTBD2,0.17862104229504824,0.1698436865199868,979,,,0,non-significant
BTF3,0.3214502865645419,0.26622992498912135,979,-0.07185041044615108,-0.0882552354841679,770,non-significant
BTF3L4,0.36278015610085,0.3268003445894312,979,,,0,non-significant
BTG1,0.09021666853094103,0.048051308877044056,979,,,0,non-significant
BTG2,0.03979169886093395,-0.014075154279192134,979,,,0,non-significant
BTG3,0.3063029330444108,0.3274531165186716,979,,,0,non-significant
BTN2A1,0.28882832623264865,0.2557145678740693,979,,,0,non-significant
BTN3A2,0.1229371391692522,0.1007380708827344,979,,,0,non-significant
BTRC,0.20507397543930866,0.21343961890979934,979,,,0,significant
BUB1,0.09580552893236685,0.09364527237981793,979,,,0,non-significant
BUB1B,0.09486049705211505,0.08771673597162065,979,0.010253016409473738,-0.00014502602954009382,502,non-significant
BUB3,0.13708508993523755,0.14356219745196747,979,-0.11912409692298792,-0.15047386713946181,775,non-significant
BZW1,0.23199894489785466,0.23224864244217827,979,0.10442800343578792,0.08603199952357608,760,non-significant
BZW2,0.33378082316983015,0.3202792147127134,979,0.12209203408845859,0.0752732009120902,772,non-significant
C1GALT1,0.34275440244401845,0.34299053420121023,979,,,0,non-significant
CA11,0.014939296677636757,0.04667022243223494,979,,,0,non-significant
CA8,0.11457950386550991,0.13736414983445575,979,,,0,non-significant
CAB39,0.1922042600535925,0.19318885309620057,979,0.06097404876452174,0.03278531098269966,730,non-significant
CALCOCO2,0.2927988497074645,0.1806876020707803,979,,,0,non-significant
CALM1,0.2974228842492726,0.3342349746307631,979,,,0,non-significant
CALM2,0.2358980486553318,0.19605122197097657,979,,,0,non-significant
CALM3,0.13939150830364047,0.10864834118605345,979,,,0,non-significant
CALML4,0.17160468521335992,0.15047230948549503,979,,,0,non-significant
CALR,0.1774429518046755,0.16172893363377944,979,0.2581450973133632,0.24936869177850116,775,non-significant
CALU,0.3459120975415278,0.34746051573548115,979,0.4093950337201694,0.413927339868427,775,non-significant
CAMK2G,0.30061683677165585,0.2325503903366942,979,,,0,non-significant
CAMKK2,0.18742077025144055,0.018636131495205346,979,,,0,non-significant
CAMSAP2,0.30211391137103083,0.28480423399980653,979,,,0,non-significant
CAMTA1,0.3828098991678406,0.3491861413151985,979,,,0,non-significant
CANX,0.3507768143718533,0.33927761553671554,979,,,0,non-significant
CAPG,0.13199447585324398,0.13156112319474506,979,0.0579836069115283,0.03574137934870944,643,non-significant
CAPN1,0.30251747146213004,0.26594132331572273,979,,,0,non-significant
CAPN10,0.17001852976523946,0.14381396459775997,979,,,0,non-significant
CAPN2,0.22988522619415552,0.19985622473044995,979,,,0,non-significant
CAPN7,0.4194022369972798,0.38141175328542765,979,,,0,non-significant
CAPNS1,0.37831844690407546,0.33882223455551413,979,,,0,non-significant
CAPZA1,0.38726185951299785,0.28308245158090495,979,,,0,non-significant
CAPZA2,0.42210154258765786,0.4261069866106074,979,,,0,non-significant
CARM1,0.20022797632580275,0.1360650556280818,979,0.12206542859504195,0.07475333295905946,595,non-significant
CASP10,0.010819540196748816,0.02748155494921496,979,,,0,non-significant
CASP2,0.24001584586289845,0.2269626402280826,979,0.026783306809075452,0.026063927154473646,345,non-significant
CASP3,0.275385874421688,0.23897790815269973,979,0.09906367427988824,0.0648145153452581,712,non-significant
CASP6,0.18175862460360334,0.16488747245502275,979,-0.013267660311270312,-0.03698507526549453,639,non-significant
CASP8,0.15017372162377046,0.20243574720472232,979,0.08709687906734911,0.08560027435282623,450,non-significant
CBFA2T2,0.21435977126065137,0.2621699698660556,979,,,0,non-significant
CBFA2T3,-0.10247283796567638,-0.07083504751797214,979,,,0,non-significant
CBLL1,0.3379000082935218,0.32198467282362997,979,,,0,non-significant
CBX1,0.22618238126633622,0.22646506439700903,979,0.21997531422701577,0.23805014552058334,772,non-significant
CBX2,0.06336537201630482,0.04638713157123078,979,-0.06169452263328031,-0.05639795959040722,268,non-significant
CBX3,0.3774246369195536,0.3519448207866452,979,-0.01818072561750151,-0.03390754425336158,775,non-significant
CBX4,0.04849569398766236,0.036523613874575346,979,0.06863068812943092,0.0656475742645124,273,non-significant
CBX5,0.07206353136342214,0.0017460584783815804,979,0.04978296661577927,0.014170811837878309,774,non-significant
CBX6,0.1616320680918649,0.1499111967003425,979,,,0,non-significant
CC2D1A,0.239263566278895,0.1732808103164847,979,,,0,non-significant
CCAR1,0.13839266596785066,0.12524427088848308,979,0.1270212572618942,0.11640352299220222,775,non-significant
CCAR2,0.38364026610926927,0.3957564653395474,979,0.4657529887138213,0.4604903723219397,775,non-significant
CCDC28A,0.27589420157927946,0.2729535817058824,979,,,0,non-significant
CCDC28B,0.10538733245280348,0.05864825284763217,979,,,0,non-significant
CCDC71,0.29778627283774173,0.27309411545988715,979,,,0,non-significant
CCDC71L,0.15997906843464085,0.14794214461012772,979,,,0,non-significant
CCDC85B,0.08135302987223353,0.05888779678728442,979,,,0,non-significant
CCDC88A,-0.04716875857947518,-0.056583797096159946,979,,,0,non-significant
CCDC88B,-0.049788685922289314,-0.03418143500737753,979,,,0,non-significant
CCDC88C,0.08062979364245354,0.05846661666017754,979,,,0,non-significant
CCDC90B,0.3172494193548893,0.2727467746255852,979,,,0,non-significant
CCNA2,0.16713912167176287,0.15105296262895912,979,-0.014481092043943319,-0.024162404286711403,457,non-significant
CCNB1,0.27434845465027824,0.2886025737244255,979,0.059619795664659095,0.07639754759856425,650,non-significant
CCNB2,0.16890557483386187,0.20123960907158922,979,0.01043251571158045,0.025628067791057172,410,non-significant
CCND2,0.06847911041455895,0.00254959320467701,979,,,0,non-significant
CCND3,0.20085362322802292,0.08986794631457865,979,,,29,non-significant
CCNE1,0.39426929665652294,0.23080310740165166,979,,,0,non-significant
CCNG1,0.06569352557962507,0.029259452819139487,979,,,0,non-significant
CCNI,0.19063129981744104,0.14223161268756987,979,,,0,non-significant
CCNJ,0.07704491884443425,0.06721996577402706,979,,,0,non-significant
CCNK,0.4215289272095296,0.3578767025315191,979,0.08978400035526907,0.11654084524694766,661,non-significant
CCNL1,0.26185829388770976,0.22268510606772157,979,,,0,non-significant
CCNL2,0.2941049829533091,0.26347873440844716,979,0.04057757871048002,0.08215001487775901,142,non-significant
CCNT1,0.2481874447234079,0.17137601258665727,979,0.13232890405198755,0.09695969044490624,485,non-significant
CCNT2,0.18716304973437975,0.15948738633295068,979,,,0,non-significant
CCS,0.3661633345054577,0.2607865207206292,979,0.09000591854901356,-0.033871259810021856,744,non-significant
CCT2,0.4589340997251268,0.2596786919164588,979,,,0,non-significant
CCT3,0.3779215577874773,0.3230538711693547,979,,,0,non-significant
CCT4,0.2747446517167669,0.22588434813837727,979,,,0,non-significant
CCT5,0.5266110752207402,0.5187411004895328,979,,,0,non-significant
CCT6A,0.3933727298310502,0.4137240664279211,979,,,0,non-significant
CCT7,0.1567561207524463,0.13437761465046905,979,,,0,non-significant
CCT8,0.35967787063548295,0.2947139437165607,979,,,0,non-significant
CD164,0.3938480970031787,0.3741417533010655,979,,,0,non-significant
CD2AP,0.2703497022007828,0.25587449611624397,979,0.0744678432532655,0.05164121710018307,759,non-significant
CD33,-0.033783461084077954,-0.03937225690435321,979,,,45,non-significant
CD46,0.3325369238395417,0.3374923452706629,979,,,0,non-significant
CD53,-0.2269854693495163,-0.12825070348941658,979,,,0,non-significant
CD63,0.22338574944214226,0.24388663952796827,979,0.1436723938165015,0.1484776235739314,471,non-significant
CD81,0.05601502496583203,0.11451088786283845,979,0.1753143946006489,0.16654846115485172,691,non-significant
CD9,0.2054734665757627,0.22762558448973483,979,0.13421849357058843,0.14271582719421505,525,non-significant
CDC14A,0.15078620038751045,0.10733417177096614,979,,,0,non-significant
CDC14B,0.30282439814116363,0.26450256953195006,979,,,0,non-significant
CDC20,0.29779205174227413,0.29622156755780105,979,0.07687323204001939,0.1131278703824258,368,non-significant
CDC25A,0.1418733924425811,0.12749352839321818,979,,,0,non-significant
CDC25B,0.36222754042120686,0.3711910270944747,979,,,0,non-significant
CDC25C,0.23370411513784534,0.24012786606183137,979,,,0,non-significant
CDC34,0.2532561550626373,0.22337025988378087,979,,,0,non-significant
CDC40,0.34614195245951873,0.32178119022707746,979,,,0,non-significant
CDC42,0.3924592473248138,0.3517661070835377,979,0.09716391559334009,0.09592863233444102,775,non-significant
CDC42BPA,0.21459737092524142,0.18135936573386177,979,,,0,non-significant
CDC42BPB,0.28467507014552734,0.39652365451891863,979,,,0,non-significant
CDC42EP1,0.14510822860003603,0.15312609687096954,979,,,0,non-significant
CDC42EP4,0.30009773532175754,0.30991052364694466,979,,,0,non-significant
CDC42SE1,0.40347864504024245,0.28540835351701405,979,,,0,non-significant
CDC42SE2,0.10326273647032286,0.06697758908593475,979,,,0,non-significant
CDC6,0.276588889520871,0.23897110089413295,979,,,45,non-significant
CDCA4,0.334779493267918,0.3132400439273046,979,,,0,non-significant
CDCA7,0.01591893473480733,-0.02777125015017102,979,0.016574262446893043,-0.014098822371278198,308,non-significant
CDCA7L,0.1155691183586859,0.09760349127356549,979,,,0,non-significant
CDK11A,0.3113003689184712,0.25590545099616385,979,,,0,significant
CDK12,0.2559855064943749,0.18087376961097684,979,0.1803668962460617,0.17991558746373829,673,non-significant
CDK13,0.3207778178466181,0.29244534533126104,979,0.18046934013924126,0.17607297003284006,381,non-significant
CDK2,0.13348679618432419,0.12734796836297002,979,0.02568219271599303,0.015046975042747015,712,non-significant
CDK2AP1,0.1549557472766606,0.09217078451684918,979,,,0,non-significant
CDK2AP2,0.40292887510721753,0.33846317811201737,979,,,0,non-significant
CDK5RAP1,0.46742996263689074,0.44047901920776833,979,,,0,non-significant
CDKAL1,0.3604398436416052,0.2808296047854391,979,,,0,non-significant
CDKN1B,0.268949276541226,0.22362056009746312,979,,,0,non-significant
CDKN1C,0.11392680278636638,0.11525894052587178,979,,,0,non-significant
CDKN2AIP,0.2656345594385534,0.2550257589368456,979,,,0,non-significant
CDKN2AIPNL,0.22716819802435212,0.19400601120902713,979,,,0,non-significant
CDKN2C,0.21559010829386585,0.11560610349943484,979,,,0,non-significant
CDKN2D,0.19505048266474478,0.1296877417554887,979,,,0,non-significant
CDKN3,0.3491869634021515,0.3455154762459788,979,,,0,non-significant
CDR2,0.27654709886971474,0.24661202268788596,979,,,0,non-significant
CEBPB,0.33132685912822624,0.3280520798169327,979,0.3042607197193801,0.3115953497877391,641,non-significant
CEBPD,0.27379663322391024,0.2547061056724905,979,0.028204547086256103,0.03436064608272392,167,non-significant
CEBPG,0.28270044025224933,0.2232697331931878,979,,,0,non-significant
CELF1,0.18280565487976846,0.1401945718000626,979,0.1520101612293766,0.1458908725299673,773,non-significant
CELF2,-0.13514206366531123,-0.16428648997513054,979,-0.10017180641157722,-0.07788259712708254,344,non-significant
CENPB,0.36575949179882244,0.36281794385090493,979,0.349764183716456,0.3465757755840507,763,non-significant
CEP57,0.3591502053647736,0.33183296262893275,979,0.011165552002645109,0.02727351702903859,427,non-significant
CEP57L1,0.3130947244599714,0.2794985294426485,979,,,0,non-significant
CEP85,0.2835496799124725,0.26441756876066985,979,-0.15039168996901142,-0.18699937504817107,93,non-significant
CEP85L,0.12359285759410085,0.10948825079725465,979,,,0,non-significant
CEPT1,0.24822151049217256,0.20967741471312779,979,0.21969413056660797,0.21761375570401106,768,non-significant
CERCAM,0.20552405907240545,0.22086277190651246,979,,,0,non-significant
CERK,0.16002955494777177,0.17085089526358282,979,,,0,non-significant
CERS2,0.46063145563486346,0.37295042790977295,979,0.36791999444109313,0.37895935970781064,768,non-significant
CERS5,0.10031685864009567,0.0910443135543594,979,,,0,non-significant
CERS6,0.12324525722690172,0.08432676597652006,979,0.04503505896185977,-0.006172238202224528,163,non-significant
CETN3,0.24278863838737827,0.2391450243396668,979,-0.13598385410499392,-0.12024267798724159,217,non-significant
CFD,0.005311282731901998,0.02183000783778317,979,,,0,non-significant
CFL1,0.21214697601491386,0.17282890957375216,979,,,0,non-significant
CFL2,0.2574957584798458,0.23930272781083678,979,,,0,non-significant
CFLAR,0.17212320898139322,0.14670463873005685,979,,,0,non-significant
CHAC2,0.14463472531218746,0.09813243618679836,979,0.06467602256063232,0.04532271487227991,194,non-significant
CHCHD10,0.19939078443326153,0.16210757642401516,979,,,0,non-significant
CHCHD2,0.3960672743308432,0.42230101778675305,979,,,0,non-significant
CHCHD3,0.4319783764507209,0.4203053552282615,979,,,0,non-significant
CHCHD6,0.2579807220338086,0.2561608905316014,979,,,0,non-significant
CHD1,0.20978970270209155,0.19563631867096412,979,0.17689185976767344,0.18840222674660576,634,non-significant
CHD2,0.18396326861557677,0.1332822589617012,979,0.10457780784805365,0.10973938769726259,512,non-significant
CHD3,0.17634518996737397,0.16076032910846877,979,0.15682722548473185,0.1361152042467858,674,significant
CHD4,0.06657025850343329,0.046076985484845255,979,0.02274599298257697,-0.032896517946417986,775,non-significant
CHD6,0.2709891127727956,0.254936156244252,979,-0.014976727553733693,0.01306101265871908,763,non-significant
CHD7,0.17659565492343718,0.19434393851403903,979,0.06261100436993847,0.06297403519069086,417,non-significant
CHD8,0.3401146490194932,0.2828156871491855,979,0.05084487344384757,-0.006600491432722506,649,non-significant
CHD9,0.186964555255498,0.1156132936628445,979,,,0,non-significant
CHI3L2,-0.07209231134297632,-0.019516663749573025,979,,,0,non-significant
CHKA,0.3540027222565447,0.30405638134266655,979,,,0,non-significant
CHML,0.26777828947892096,0.2758716022307317,979,,,0,non-significant
CHMP1A,0.38651221766688126,0.37257126112735084,979,,,0,non-significant
CHMP1B,0.49284999076282554,0.440562652053524,979,,,0,non-significant
CHMP2A,0.3968805686402473,0.36180818807495363,979,,,0,non-significant
CHMP2B,0.4350129729613784,0.40997393520366576,979,,,0,non-significant
CHMP3,0.28101605503955784,0.2541199842155769,979,0.16738505371299364,0.17919204200059066,743,non-significant
CHMP4A,0.2457676130384781,0.26329847056147465,979,,,0,non-significant
CHMP4B,0.47129335611915674,0.48666097586972973,979,,,0,non-significant
CHMP4C,0.274891099022455,0.2777413236428399,979,,,0,non-significant
CHMP5,0.4213604139160597,0.39957328665931013,979,0.10048049714669294,0.14465565437886418,722,non-significant
CHMP7,0.435767332858785,0.4325885057785158,979,0.04112735553121997,0.08651611686437101,577,non-significant
CHP1,0.2918120603755963,0.2838034325077339,979,0.23374485667242906,0.23769007462479574,775,non-significant
CHPF,0.2153939975228955,0.2120561479387591,979,,,0,non-significant
CHPT1,0.13541249691406695,0.11199292817463322,979,0.16269559183155352,0.0902120262916296,181,non-significant
CHRNA5,0.20945404112609695,0.19110804171202841,979,,,0,non-significant
CHST10,0.014191605556245514,0.022772340213783163,979,,,0,non-significant
CHST11,-0.05256256097313489,-0.04708445704925404,979,,,0,non-significant
CHST12,0.1755591780279481,0.1362856882035892,979,,,0,non-significant
CHSY1,0.1118438216119336,0.09073469774107412,979,,,0,non-significant
CHTOP,0.3913865421031108,0.31163540100842296,979,0.17141932368655782,0.17418827981216453,772,non-significant
CHUK,0.2041022418324268,0.1897846414076755,979,,,0,non-significant
CIAO2A,0.3333762576784949,0.3285564670499507,979,,,0,non-significant
CIAO2B,0.3326836767717829,0.28077890722328136,979,,,0,non-significant
CIAO3,0.17236815858141902,0.18843617430137002,979,0.11843628023269934,0.12297398954179177,211,non-significant
CIB1,0.31177187545635404,0.30413879065765126,979,0.13804623270570754,0.09446839782449058,543,non-significant
CIB2,0.08359441107923274,0.07757837321969767,979,,,0,non-significant
CIRBP,0.22553532626496306,0.18581891715037357,979,0.19909319617141236,0.1628352999044848,772,non-significant
CISD1,0.29626777648289804,0.26249579742448426,979,0.20842842993376653,0.21903400404957268,728,non-significant
